make,model,image_url,license,artist,source_page
Honda,Accord Crosstour,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/2010_Honda_Accord_Crosstour_EX-L_front_--_05-19-2010.jpg/960px-2010_Honda_Accord_Crosstour_EX-L_front_--_05-19-2010.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:2010_Honda_Accord_Crosstour_EX-L_front_--_05-19-2010.jpg
Honda,Accord Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/Honda_Accord_CV3_e-HEV_EX.jpg/960px-Honda_Accord_CV3_e-HEV_EX.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:TTTNIS"" title=""User:TTTNIS"">TTTNIS</a>",https://commons.wikimedia.org/wiki/File:Honda_Accord_CV3_e-HEV_EX.jpg
Honda,Accord Plug-In Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/Honda_Accord_Plug-in_Hybrid_rear_-_Tokyo_Motor_Show_2013.jpg/960px-Honda_Accord_Plug-in_Hybrid_rear_-_Tokyo_Motor_Show_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Loadbeta&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Loadbeta (page does not exist)"">Loadbeta</a>",https://commons.wikimedia.org/wiki/File:Honda_Accord_Plug-in_Hybrid_rear_-_Tokyo_Motor_Show_2013.jpg
Scion,xD,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/2010_Scion_xD%2C_rear_right%2C_04-26-2023.jpg/960px-2010_Scion_xD%2C_rear_right%2C_04-26-2023.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:MercurySable99"" title=""User:MercurySable99"">MercurySable99</a>","https://commons.wikimedia.org/wiki/File:2010_Scion_xD,_rear_right,_04-26-2023.jpg"
Volvo,XC90,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/2025_Volvo_XC90_II_DSC_7420.jpg/960px-2025_Volvo_XC90_II_DSC_7420.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:2025_Volvo_XC90_II_DSC_7420.jpg
Volvo,XC,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/2000_Volvo_V70_XC_03-09-2011.jpg/960px-2000_Volvo_V70_XC_03-09-2011.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:2000_Volvo_V70_XC_03-09-2011.jpg
Volvo,XC70,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Volvo-XC70.jpg/960px-Volvo-XC70.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:Volvo-XC70.jpg
Volvo,XC60,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Volvo_XC60_%28SPA%29_FL_1X7A6406.jpg/960px-Volvo_XC60_%28SPA%29_FL_1X7A6406.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Volvo_XC60_(SPA)_FL_1X7A6406.jpg
BMW,ActiveHybrid X6,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/BMW_X6_Stratstone.jpg/960px-BMW_X6_Stratstone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,"<b><a href=""//commons.wikimedia.org/wiki/User:%E5%A4%9A%E5%A4%9A123"" class=""mw-redirect"" title=""User:多多123"">多多123</a></b>",https://commons.wikimedia.org/wiki/File:BMW_X6_Stratstone.jpg
BMW,ActiveHybrid 5,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/BMW_ActiveHybrid_5_%28F10%29_rear.JPG/960px-BMW_ActiveHybrid_5_%28F10%29_rear.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Tokumeigakarinoaoshima"" title=""User:Tokumeigakarinoaoshima"">Tokumeigakarinoaoshima</a>",https://commons.wikimedia.org/wiki/File:BMW_ActiveHybrid_5_(F10)_rear.JPG
BMW,ActiveHybrid 7,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/BMW_ActiveHybrid_7_WAS_2010_8966.JPG/960px-BMW_ActiveHybrid_7_WAS_2010_8966.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Mariordo"" title=""User:Mariordo"">Mariordo</a> Mario Roberto Duran Ortiz",https://commons.wikimedia.org/wiki/File:BMW_ActiveHybrid_7_WAS_2010_8966.JPG
Scion,xA,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/2004_Scion_xA_--_NHTSA.jpg/960px-2004_Scion_xA_--_NHTSA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,U.S. National Highway Traffic Safety Administration,https://commons.wikimedia.org/wiki/File:2004_Scion_xA_--_NHTSA.jpg
BMW,X6,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/BMW_X6_Stratstone.jpg/960px-BMW_X6_Stratstone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,"<b><a href=""//commons.wikimedia.org/wiki/User:%E5%A4%9A%E5%A4%9A123"" class=""mw-redirect"" title=""User:多多123"">多多123</a></b>",https://commons.wikimedia.org/wiki/File:BMW_X6_Stratstone.jpg
Audi,allroad,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/Audi_A6_Allroad_Quattro_C8_1X7A0302.jpg/960px-Audi_A6_Allroad_Quattro_C8_1X7A0302.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Audi_A6_Allroad_Quattro_C8_1X7A0302.jpg
Audi,allroad quattro,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/Audi_A6_Allroad_Quattro_C8_1X7A0301.jpg/960px-Audi_A6_Allroad_Quattro_C8_1X7A0301.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Audi_A6_Allroad_Quattro_C8_1X7A0301.jpg
Cadillac,Allante,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/1993_Cadillac_Allante_Convertible%2C_Mecum_Auctions_Kissimmee_2024.jpg/960px-1993_Cadillac_Allante_Convertible%2C_Mecum_Auctions_Kissimmee_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Pokemonprime"" title=""User:Pokemonprime"">Pokemonprime</a>","https://commons.wikimedia.org/wiki/File:1993_Cadillac_Allante_Convertible,_Mecum_Auctions_Kissimmee_2024.jpg"
BMW,X5,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/BMW_X5_M_%28G05%29_1X7A7047.jpg/960px-BMW_X5_M_%28G05%29_1X7A7047.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:BMW_X5_M_(G05)_1X7A7047.jpg
BMW,X6 M,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/BMW_X6_Stratstone.jpg/960px-BMW_X6_Stratstone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,"<b><a href=""//commons.wikimedia.org/wiki/User:%E5%A4%9A%E5%A4%9A123"" class=""mw-redirect"" title=""User:多多123"">多多123</a></b>",https://commons.wikimedia.org/wiki/File:BMW_X6_Stratstone.jpg
BMW,X4,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/BMW_X4_M_Competition_%28G02%29_FL_IMG_6824.jpg/960px-BMW_X4_M_Competition_%28G02%29_FL_IMG_6824.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:BMW_X4_M_Competition_(G02)_FL_IMG_6824.jpg
BMW,X5 M,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/BMW_X5_M_%28G05%29_1X7A7047.jpg/960px-BMW_X5_M_%28G05%29_1X7A7047.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:BMW_X5_M_(G05)_1X7A7047.jpg
BMW,X3,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/BMW_G45_X3_M50_DSC_8805.jpg/960px-BMW_G45_X3_M50_DSC_8805.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:BMW_G45_X3_M50_DSC_8805.jpg
BMW,ALPINA B7,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/Alpina_B7_%28E12%29_DSC_0651.jpg/960px-Alpina_B7_%28E12%29_DSC_0651.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander-93</a>",https://commons.wikimedia.org/wiki/File:Alpina_B7_(E12)_DSC_0651.jpg
BMW,Alpina,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/BMW_Alpina_B4%2C_IAA_2017%2C_Frankfurt_%281Y7A3104%29.jpg/960px-BMW_Alpina_B4%2C_IAA_2017%2C_Frankfurt_%281Y7A3104%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:MB-one"" title=""User:MB-one"">Matti Blume</a>","https://commons.wikimedia.org/wiki/File:BMW_Alpina_B4,_IAA_2017,_Frankfurt_(1Y7A3104).jpg"
Nissan,Altima Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Nissan_Altima_Hybrid_NYPD_in_New_York_city.JPG/960px-Nissan_Altima_Hybrid_NYPD_in_New_York_city.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Kyah117"" title=""User:Kyah117"">Kevin.B</a>",https://commons.wikimedia.org/wiki/File:Nissan_Altima_Hybrid_NYPD_in_New_York_city.JPG
Nissan,Armada,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/Nissan_Armada_SL_%282023%29.jpg/960px-Nissan_Armada_SL_%282023%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Charles,https://commons.wikimedia.org/wiki/File:Nissan_Armada_SL_(2023).jpg
Mercedes-Benz,AMG GT,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Mercedes-AMG_GT43_Coupe_C192.jpg/960px-Mercedes-AMG_GT43_Coupe_C192.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:TTTNIS"" title=""User:TTTNIS"">TTTNIS</a>",https://commons.wikimedia.org/wiki/File:Mercedes-AMG_GT43_Coupe_C192.jpg
BMW,X1,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/BMW_U11_X1_M35i_DSC_9809.jpg/960px-BMW_U11_X1_M35i_DSC_9809.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:BMW_U11_X1_M35i_DSC_9809.jpg
Subaru,WRX,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/1994_Subaru_Impreza_WRX_STi.jpg/960px-1994_Subaru_Impreza_WRX_STi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:TTTNIS"" title=""User:TTTNIS"">TTTNIS</a>",https://commons.wikimedia.org/wiki/File:1994_Subaru_Impreza_WRX_STi.jpg
Chrysler,Aspen,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg/960px-Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Alexander-93"" title=""User:Alexander-93"">Alexander Migl</a>",https://commons.wikimedia.org/wiki/File:Dodge_Durango_SRT_Hellcat_MYLE_Festival_2025_DSC_9644.jpg
Bentley,Arnage,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Bentley_Arnage_in_Paris%2C_26_June_2013.jpg/960px-Bentley_Arnage_in_Paris%2C_26_June_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/10047629@N04"">Vetatur Fumare</a>","https://commons.wikimedia.org/wiki/File:Bentley_Arnage_in_Paris,_26_June_2013.jpg"
Cadillac,ATS Coupe,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Cadillac_ATS_Coupe_2.0T_Alpha_Black_Raven_%283%29.jpg/960px-Cadillac_ATS_Coupe_2.0T_Alpha_Black_Raven_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Damian_B_Oh"" title=""User:Damian B Oh"">Damian B Oh</a>",https://commons.wikimedia.org/wiki/File:Cadillac_ATS_Coupe_2.0T_Alpha_Black_Raven_(3).jpg
Cadillac,ATS,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Cadillac_ATS_Sedan_2.0T_Radiant_Silver_Metallic.jpg/960px-Cadillac_ATS_Sedan_2.0T_Radiant_Silver_Metallic.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ethan_Llamas&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ethan Llamas (page does not exist)"">Ethan Llamas</a>",https://commons.wikimedia.org/wiki/File:Cadillac_ATS_Sedan_2.0T_Radiant_Silver_Metallic.jpg
Cadillac,ATS-V,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Cadillac_ATS-V_coupe_arriere_%2824188553350%29.jpg/960px-Cadillac_ATS-V_coupe_arriere_%2824188553350%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/135753084@N02"">Zytonits</a>",https://commons.wikimedia.org/wiki/File:Cadillac_ATS-V_coupe_arriere_(24188553350).jpg
Oldsmobile,Aurora,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/1997_Oldsmobile_Aurora.jpg/960px-1997_Oldsmobile_Aurora.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:The_Oldsmobile_Edge&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:The Oldsmobile Edge (page does not exist)"">The Oldsmobile Edge</a>",https://commons.wikimedia.org/wiki/File:1997_Oldsmobile_Aurora.jpg
Chevrolet,Avalanche,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/2005_Chevrolet_Avalanche_1500_4WD_2.jpg/960px-2005_Chevrolet_Avalanche_1500_4WD_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:2000chevymontecarlo"" class=""mw-redirect"" title=""User:2000chevymontecarlo"">2000chevymontecarlo</a>",https://commons.wikimedia.org/wiki/File:2005_Chevrolet_Avalanche_1500_4WD_2.jpg
Toyota,Avalon,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/TOYOTA_AVALON_China_%2832%29.jpg/960px-TOYOTA_AVALON_China_%2832%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Dinkun_Chen"" title=""User:Dinkun Chen"">Dinkun Chen</a>",https://commons.wikimedia.org/wiki/File:TOYOTA_AVALON_China_(32).jpg
Toyota,Avalon Hybrid,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/21_Toyota_Avalon_Hybrid_Limited.jpg/960px-21_Toyota_Avalon_Hybrid_Limited.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:HJUdall"" title=""User:HJUdall"">HJUdall</a>",https://commons.wikimedia.org/wiki/File:21_Toyota_Avalon_Hybrid_Limited.jpg
Rolls-Royce,Wraith,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/2014_Rolls-Royce_Wraith_%28MY14%29_coupe_%282015-07-25%29_01.jpg/960px-2014_Rolls-Royce_Wraith_%28MY14%29_coupe_%282015-07-25%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:OSX"" title=""User:OSX"">OSX</a>",https://commons.wikimedia.org/wiki/File:2014_Rolls-Royce_Wraith_(MY14)_coupe_(2015-07-25)_01.jpg
Chevrolet,Aveo,https://upload.wikimedia.org/wikipedia/commons/c/ca/2024_Chevrolet_Aveo_LT_hatchback_%28Mexico%29_front_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY 3.0,Chevrolet México,https://commons.wikimedia.org/wiki/File:2024_Chevrolet_Aveo_LT_hatchback_(Mexico)_front_view.jpg
Lamborghini,Aventador,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Lamborghini_Aventador_S_Roadster.jpg/960px-Lamborghini_Aventador_S_Roadster.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Tokumeigakarinoaoshima"" title=""User:Tokumeigakarinoaoshima"">Tokumeigakarinoaoshima</a>",https://commons.wikimedia.org/wiki/File:Lamborghini_Aventador_S_Roadster.jpg
Dodge,Avenger,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Dodge_Avenger_SXT_sedan_1.jpg/960px-Dodge_Avenger_SXT_sedan_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,IFCAR,https://commons.wikimedia.org/wiki/File:Dodge_Avenger_SXT_sedan_1.jpg
Hyundai,Azera,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Hyundai_Azera_IMG001.jpg/960px-Hyundai_Azera_IMG001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Zotyefan&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Zotyefan (page does not exist)"">Zotyefan</a>",https://commons.wikimedia.org/wiki/File:Hyundai_Azera_IMG001.jpg
Pontiac,Aztek,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/Pontiac_Aztek_GMT250_Champagne_Beige_Metallic_%282%29.jpg/960px-Pontiac_Aztek_GMT250_Champagne_Beige_Metallic_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Damian_B_Oh"" title=""User:Damian B Oh"">Damian B Oh</a>",https://commons.wikimedia.org/wiki/File:Pontiac_Aztek_GMT250_Champagne_Beige_Metallic_(2).jpg
Lincoln,Aviator,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/LINCOLN_AVIATOR_%28U611%29_China.jpg/960px-LINCOLN_AVIATOR_%28U611%29_China.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Dinkun_Chen"" title=""User:Dinkun Chen"">Dinkun Chen</a>",https://commons.wikimedia.org/wiki/File:LINCOLN_AVIATOR_(U611)_China.jpg
Mazda,B-Series Pickup,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/1989_Mazda_B2200_Cab_Plus.jpg/960px-1989_Mazda_B2200_Cab_Plus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mazdapickup89&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mazdapickup89 (page does not exist)"">Shervin Nakhjavani</a>",https://commons.wikimedia.org/wiki/File:1989_Mazda_B2200_Cab_Plus.jpg
Mercedes-Benz,B-Class Electric Drive,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Mercedes-Benz_B-Class_Electric_Drive_%28front_quarter%29.JPG/960px-Mercedes-Benz_B-Class_Electric_Drive_%28front_quarter%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Overlaet&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Overlaet (page does not exist)"">Overlaet</a>",https://commons.wikimedia.org/wiki/File:Mercedes-Benz_B-Class_Electric_Drive_(front_quarter).JPG
Bentley,Azure T,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Bentley_Azure_blue.jpg/960px-Bentley_Azure_blue.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/10692125@N07"">asiu1990</a>",https://commons.wikimedia.org/wiki/File:Bentley_Azure_blue.jpg
Bentley,Azure,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Rolls-Royce_Corniche_%28III%29_%E2%80%93_Heckansicht_ge%C3%B6ffnet_%281%29%2C_3._September_2012%2C_D%C3%BCsseldorf.jpg/960px-Rolls-Royce_Corniche_%28III%29_%E2%80%93_Heckansicht_ge%C3%B6ffnet_%281%29%2C_3._September_2012%2C_D%C3%BCsseldorf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0 de,"<a href=""//commons.wikimedia.org/wiki/User:M_93"" title=""User:M 93"">M 93</a>","https://commons.wikimedia.org/wiki/File:Rolls-Royce_Corniche_(III)_%E2%80%93_Heckansicht_ge%C3%B6ffnet_(1),_3._September_2012,_D%C3%BCsseldorf.jpg"
Plymouth,Voyager,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/%2794-%2795_Plymouth_Voyager_Sport_Wagon.JPG/960px-%2794-%2795_Plymouth_Voyager_Sport_Wagon.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""https://en.wikipedia.org/wiki/User:Bull-Doser"" class=""extiw"" title=""en:User:Bull-Doser"">Bull-Doser</a>",https://commons.wikimedia.org/wiki/File:%2794-%2795_Plymouth_Voyager_Sport_Wagon.JPG
Chrysler,Voyager,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/Chrysler_Grand_Voyager_1.jpg/960px-Chrysler_Grand_Voyager_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Pitak"" title=""User:Pitak"">Pitak</a>",https://commons.wikimedia.org/wiki/File:Chrysler_Grand_Voyager_1.jpg
Aston Martin,Virage,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/1995_Aston_Martin_Virage_Vantage_Coupe.jpg/960px-1995_Aston_Martin_Virage_Vantage_Coupe.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:MrWalkr"" title=""User:MrWalkr"">MrWalkr</a>",https://commons.wikimedia.org/wiki/File:1995_Aston_Martin_Virage_Vantage_Coupe.jpg
Dodge,Viper,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/Dodge_Viper_08-10_coupe.jpg/960px-Dodge_Viper_08-10_coupe.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,priceman 141,https://commons.wikimedia.org/wiki/File:Dodge_Viper_08-10_coupe.jpg
Acura,Vigor,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Acura-Vigor_.jpg/960px-Acura-Vigor_.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:IFCAR"" title=""User:IFCAR"">IFCAR</a>",https://commons.wikimedia.org/wiki/File:Acura-Vigor_.jpg
Pontiac,Vibe,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/Toyota_voltz_zze136_s_1_f.jpg/960px-Toyota_voltz_zze136_s_1_f.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Toyotacoronaexsaloon"" title=""User:Toyotacoronaexsaloon"">Toyotacoronaexsaloon</a>",https://commons.wikimedia.org/wiki/File:Toyota_voltz_zze136_s_1_f.jpg
