make,model,year,price,mileage,fuel_type,transmission,body_type,description,image_url,vehicle_id
Toyota,Tacoma,2015,27235,21,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_8987
Toyota,Tacoma,2015,24800,20,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_8988
Toyota,Tacoma,2015,21865,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_8989
Toyota,Tacoma,2015,35725,19,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_8990
Toyota,Tacoma,2015,20965,25,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_8991
Toyota,Tacoma,2015,23625,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_8992
Toyota,Tacoma,2015,37615,21,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_8993
Toyota,Tacoma,2015,25060,21,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_8994
Toyota,Tacoma,2015,23960,21,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_8995
Toyota,Tacoma,2015,26355,19,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_8996
Toyota,Tacoma,2015,36705,21,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_8997
Toyota,Tacoma,2015,36635,19,Regular Unleaded,Manual,Crew Cab Pickup,Compact,,kaggle_8998
Toyota,Tacoma,2015,28235,21,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_8999
Toyota,Tacoma,2015,28735,21,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9000
Toyota,Tacoma,2015,22525,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9001
Toyota,Tacoma,2015,25560,21,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9002
Toyota,Tacoma,2015,25700,21,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9003
Toyota,Tacoma,2016,25185,21,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_9004
Toyota,Tacoma,2016,29275,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9005
Toyota,Tacoma,2016,23660,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9006
Toyota,Tacoma,2016,34700,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9007
Toyota,Tacoma,2016,31420,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9008
Toyota,Tacoma,2016,34090,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9009
Toyota,Tacoma,2016,30025,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9010
Toyota,Tacoma,2016,33310,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9011
Toyota,Tacoma,2016,26635,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9012
Toyota,Tacoma,2016,31680,20,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_9013
Toyota,Tacoma,2016,32460,20,Regular Unleaded,Manual,Crew Cab Pickup,Compact,,kaggle_9014
Toyota,Tacoma,2016,27355,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9015
Toyota,Tacoma,2016,35105,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9016
Toyota,Tacoma,2016,31920,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9017
Toyota,Tacoma,2016,38180,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9018
Toyota,Tacoma,2016,28345,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9019
Toyota,Tacoma,2016,31125,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9020
Toyota,Tacoma,2016,26735,22,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9021
Toyota,Tacoma,2016,31625,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9022
Toyota,Tacoma,2016,28820,22,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9023
Toyota,Tacoma,2016,28845,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9024
Toyota,Tacoma,2016,30530,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9025
Toyota,Tacoma,2016,25745,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9026
Toyota,Tacoma,2016,24490,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9027
Toyota,Tacoma,2017,35315,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9028
Toyota,Tacoma,2017,33075,20,Regular Unleaded,Manual,Crew Cab Pickup,Compact,,kaggle_9029
Toyota,Tacoma,2017,40760,20,Regular Unleaded,Manual,Crew Cab Pickup,Compact,,kaggle_9030
Toyota,Tacoma,2017,25645,21,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_9031
Toyota,Tacoma,2017,35720,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9032
Toyota,Tacoma,2017,33770,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9033
Toyota,Tacoma,2017,32765,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9034
Toyota,Tacoma,2017,34705,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9035
Toyota,Tacoma,2017,27095,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9036
Toyota,Tacoma,2017,42760,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9037
Toyota,Tacoma,2017,24950,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9038
Toyota,Tacoma,2017,29690,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9039
Toyota,Tacoma,2017,25730,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9040
Toyota,Tacoma,2017,26205,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9041
Toyota,Tacoma,2017,31740,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9042
Toyota,Tacoma,2017,29735,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9043
Toyota,Tacoma,2017,29280,22,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9044
Toyota,Tacoma,2017,30485,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9045
Toyota,Tacoma,2017,28700,24,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9046
Toyota,Tacoma,2017,24120,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9047
Toyota,Tacoma,2017,32390,21,Regular Unleaded,Manual,Extended Cab Pickup,Compact,,kaggle_9048
Toyota,Tacoma,2017,27195,22,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9049
Toyota,Tacoma,2017,33265,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9050
Toyota,Tacoma,2017,38795,23,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9051
Toyota,Tacoma,2017,31875,23,Regular Unleaded,Automatic,Extended Cab Pickup,Compact,,kaggle_9052
Toyota,Tacoma,2017,32240,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9053
Toyota,Tacoma,2017,30190,24,Regular Unleaded,Automatic,Crew Cab Pickup,Compact,,kaggle_9054
Chevrolet,Tahoe Hybrid,2011,51145,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9055
Chevrolet,Tahoe Hybrid,2011,53950,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9056
Chevrolet,Tahoe Hybrid,2012,54775,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9057
Chevrolet,Tahoe Hybrid,2012,51970,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9058
Chevrolet,Tahoe Hybrid,2013,56425,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9059
Chevrolet,Tahoe Hybrid,2013,53620,23,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9060
Chevrolet,Tahoe Limited/Z71,2000,3465,15,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9061
Chevrolet,Tahoe Limited/Z71,2000,3413,16,Regular Unleaded,Automatic,4Dr Suv,Large,,kaggle_9062
Chevrolet,Tahoe,2015,54505,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9063
Chevrolet,Tahoe,2015,61085,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9064
Chevrolet,Tahoe,2015,49300,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9065
Chevrolet,Tahoe,2015,46300,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9066
Chevrolet,Tahoe,2015,51505,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9067
Chevrolet,Tahoe,2015,64085,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9068
Chevrolet,Tahoe,2016,64740,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9069
Chevrolet,Tahoe,2016,47000,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9070
Chevrolet,Tahoe,2016,55030,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9071
Chevrolet,Tahoe,2016,52030,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9072
Chevrolet,Tahoe,2016,50000,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9073
Chevrolet,Tahoe,2016,61740,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9074
Chevrolet,Tahoe,2017,50215,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9075
Chevrolet,Tahoe,2017,55345,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9076
Chevrolet,Tahoe,2017,47215,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9077
Chevrolet,Tahoe,2017,62030,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9078
Chevrolet,Tahoe,2017,52345,23,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9079
Chevrolet,Tahoe,2017,65030,22,Flex-Fuel (Unleaded/E85),Automatic,4Dr Suv,Large,,kaggle_9080
Ford,Taurus X,2008,31620,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9081
Ford,Taurus X,2008,28880,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9082
Ford,Taurus X,2008,29770,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9083
Ford,Taurus X,2008,27030,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9084
Ford,Taurus X,2008,32600,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9085
Ford,Taurus X,2008,30750,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9086
Ford,Taurus X,2009,32325,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9087
Ford,Taurus X,2009,33180,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9088
Ford,Taurus X,2009,34175,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9089
Ford,Taurus X,2009,31330,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9090
Ford,Taurus X,2009,30120,22,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9091
Ford,Taurus X,2009,28270,24,Regular Unleaded,Automatic,Wagon,Large,,kaggle_9092
Ford,Taurus,2015,29485,29,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9093
Ford,Taurus,2015,27055,29,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9094
Ford,Taurus,2015,40220,25,Premium Unleaded (Recommended),Automatic,Sedan,Large,,kaggle_9095
Ford,Taurus,2015,31335,26,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9096
Ford,Taurus,2015,36255,26,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9097
Ford,Taurus,2015,34405,29,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9098
Ford,Taurus,2016,29540,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9099
Ford,Taurus,2016,34460,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9100
Ford,Taurus,2016,27110,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9101
Ford,Taurus,2016,31390,24,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9102
Ford,Taurus,2016,40275,24,Premium Unleaded (Recommended),Automatic,Sedan,Large,,kaggle_9103
Ford,Taurus,2016,36310,24,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9104
Ford,Taurus,2017,36855,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9105
Ford,Taurus,2017,29775,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9106
Ford,Taurus,2017,42520,24,Premium Unleaded (Recommended),Automatic,Sedan,Large,,kaggle_9107
Ford,Taurus,2017,31625,24,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9108
Ford,Taurus,2017,38705,24,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9109
Ford,Taurus,2017,27345,27,Flex-Fuel (Unleaded/E85),Automatic,Sedan,Large,,kaggle_9110
Chrysler,Tc,1990,2000,22,Regular Unleaded,Automatic,Convertible,Compact,,kaggle_9111
Chrysler,Tc,1991,2000,22,Regular Unleaded,Automatic,Convertible,Compact,,kaggle_9112
Scion,Tc,2014,21400,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9113
Scion,Tc,2014,21440,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9114
Scion,Tc,2014,22440,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9115
Scion,Tc,2014,22400,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9116
Scion,Tc,2014,20210,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9117
Scion,Tc,2014,19210,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9118
Scion,Tc,2015,19210,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9119
Scion,Tc,2015,20360,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9120
Scion,Tc,2015,24340,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9121
Scion,Tc,2015,23190,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9122
Scion,Tc,2016,19385,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9123
Scion,Tc,2016,23190,31,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9124
Scion,Tc,2016,24340,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9125
Scion,Tc,2016,20535,31,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9126
Ford,Tempo,1992,2000,30,Regular Unleaded,Manual,Sedan,Compact,,kaggle_9127
Ford,Tempo,1993,2000,30,Regular Unleaded,Manual,Coupe,Compact,,kaggle_9128
Ford,Tempo,1994,2000,30,Regular Unleaded,Manual,Sedan,Compact,,kaggle_9129
Toyota,Tercel,1996,2000,35,Regular Unleaded,Manual,Coupe,Compact,,kaggle_9130
Toyota,Tercel,1997,2012,35,Regular Unleaded,Manual,Coupe,Compact,,kaggle_9131
Toyota,Tercel,1997,2041,35,Regular Unleaded,Manual,Sedan,Compact,,kaggle_9132
Toyota,Tercel,1997,2000,35,Regular Unleaded,Manual,Coupe,Compact,,kaggle_9133
Toyota,Tercel,1998,2148,35,Regular Unleaded,Manual,Coupe,Compact,,kaggle_9134
Gmc,Terrain,2015,24070,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9135
Gmc,Terrain,2015,37240,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9136
Gmc,Terrain,2015,33065,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9137
Gmc,Terrain,2015,29820,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9138
Gmc,Terrain,2015,28310,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9139
Gmc,Terrain,2015,26560,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9140
Gmc,Terrain,2015,34815,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9141
Gmc,Terrain,2015,35490,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9142
Gmc,Terrain,2015,29810,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9143
Gmc,Terrain,2015,28060,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9144
Gmc,Terrain,2015,31570,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9145
Gmc,Terrain,2016,28300,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9146
Gmc,Terrain,2016,33975,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9147
Gmc,Terrain,2016,23975,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9148
Gmc,Terrain,2016,28550,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9149
Gmc,Terrain,2016,30620,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9150
Gmc,Terrain,2016,35725,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9151
Gmc,Terrain,2016,26800,32,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9152
Gmc,Terrain,2016,32370,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9153
Gmc,Terrain,2016,30050,29,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9154
Gmc,Terrain,2017,29050,28,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9155
Gmc,Terrain,2017,28800,31,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9156
Gmc,Terrain,2017,36025,28,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9157
Gmc,Terrain,2017,34275,31,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9158
Gmc,Terrain,2017,27300,31,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9159
Gmc,Terrain,2017,30550,28,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9160
Gmc,Terrain,2017,30920,31,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9161
Gmc,Terrain,2017,24070,31,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9162
Gmc,Terrain,2017,32670,28,Regular Unleaded,Automatic,4Dr Suv,Compact,,kaggle_9163
Buick,Terraza,2005,30990,21,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9164
Buick,Terraza,2005,31170,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9165
Buick,Terraza,2005,28110,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9166
Buick,Terraza,2005,33855,21,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9167
Buick,Terraza,2006,33250,21,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9168
Buick,Terraza,2006,27250,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9169
Buick,Terraza,2006,29750,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9170
Buick,Terraza,2006,30250,21,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9171
Buick,Terraza,2007,30780,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9172
Buick,Terraza,2007,28000,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9173
Buick,Terraza,2007,26660,23,Regular Unleaded,Automatic,Passenger Minivan,Midsize,,kaggle_9174
Ford,Thunderbird,2003,40355,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9175
Ford,Thunderbird,2003,36815,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9176
Ford,Thunderbird,2003,37855,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9177
Ford,Thunderbird,2003,39310,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9178
Ford,Thunderbird,2004,37435,21,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9179
Ford,Thunderbird,2004,38480,21,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9180
Ford,Thunderbird,2005,38355,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9181
Ford,Thunderbird,2005,39415,22,Premium Unleaded (Required),Automatic,Convertible,Midsize,,kaggle_9182
Hyundai,Tiburon,2006,17095,27,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9183
Hyundai,Tiburon,2006,18595,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9184
Hyundai,Tiburon,2006,20595,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9185
Hyundai,Tiburon,2006,16095,28,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9186
Hyundai,Tiburon,2006,21595,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9187
Hyundai,Tiburon,2006,19595,24,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9188
Hyundai,Tiburon,2006,21195,24,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9189
Hyundai,Tiburon,2007,22095,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9190
Hyundai,Tiburon,2007,19395,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9191
Hyundai,Tiburon,2007,17795,27,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9192
Hyundai,Tiburon,2007,21695,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9193
Hyundai,Tiburon,2007,22795,24,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9194
Hyundai,Tiburon,2007,16695,28,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9195
Hyundai,Tiburon,2007,20495,23,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9196
Hyundai,Tiburon,2008,18370,27,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9197
Hyundai,Tiburon,2008,21270,24,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9198
Hyundai,Tiburon,2008,22620,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9199
Hyundai,Tiburon,2008,20170,24,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9200
Hyundai,Tiburon,2008,17270,28,Regular Unleaded,Manual,2Dr Hatchback,Compact,,kaggle_9201
Hyundai,Tiburon,2008,22770,24,Regular Unleaded,Automatic,2Dr Hatchback,Compact,,kaggle_9202
Volkswagen,Tiguan,2015,30225,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9203
Volkswagen,Tiguan,2015,28230,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9204
Volkswagen,Tiguan,2015,33235,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9205
Volkswagen,Tiguan,2015,37650,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9206
Volkswagen,Tiguan,2015,39625,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9207
Volkswagen,Tiguan,2015,26255,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9208
Volkswagen,Tiguan,2015,35565,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9209
Volkswagen,Tiguan,2015,33590,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9210
Volkswagen,Tiguan,2015,31260,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9211
Volkswagen,Tiguan,2015,28250,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9212
Volkswagen,Tiguan,2016,24890,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9213
Volkswagen,Tiguan,2016,36420,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9214
Volkswagen,Tiguan,2016,33365,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9215
Volkswagen,Tiguan,2016,28700,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9216
Volkswagen,Tiguan,2016,26865,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9217
Volkswagen,Tiguan,2016,31390,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9218
Volkswagen,Tiguan,2016,34445,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9219
Volkswagen,Tiguan,2016,30675,26,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9220
Volkswagen,Tiguan,2017,30095,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9221
Volkswagen,Tiguan,2017,32070,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9222
Volkswagen,Tiguan,2017,26970,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9223
Volkswagen,Tiguan,2017,34580,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9224
Volkswagen,Tiguan,2017,24995,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9225
Volkswagen,Tiguan,2017,36475,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9226
Volkswagen,Tiguan,2017,34500,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9227
Volkswagen,Tiguan,2017,32605,24,Premium Unleaded (Recommended),Automatic,4Dr Suv,Compact,,kaggle_9228
Nissan,Titan,2014,39780,17,Regular Unleaded,Automatic,Crew Cab Pickup,Large,,kaggle_9229
Nissan,Titan,2014,34440,18,Regular Unleaded,Automatic,Crew Cab Pickup,Large,,kaggle_9230
Nissan,Titan,2014,37580,17,Regular Unleaded,Automatic,Extended Cab Pickup,Large,,kaggle_9231
Nissan,Titan,2014,31910,18,Regular Unleaded,Automatic,Crew Cab Pickup,Large,,kaggle_9232
Nissan,Titan,2014,34760,17,Regular Unleaded,Automatic,Crew Cab Pickup,Large,,kaggle_9233
Nissan,Titan,2014,29360,18,Regular Unleaded,Automatic,Extended Cab Pickup,Large,,kaggle_9234
